team_id,team,abbrv,mascot,conf,location,img,city,state,arena,country,latitude,longitude,field,postal_code,dome
1,Buffalo Bills,BUF,Bills,American Football Conference - East,"Orchard Park, New York",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/f5ed3944-d87e-535a-89fa-864f3233fc31.png,Orchard Park,New York,Ralph Wilson Stadium,United States,42.774,-78.787,turf,14127-2237,0
2,New York Jets,NYJ,Jets,American Football Conference - East,"East Rutherford, New Jersey",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/c147a2b5-d091-5eb0-8225-ead71f001f6d.png,East Rutherford,New Jersey,MetLife Stadium,United States,40.813528,-74.074361,turf,07073-5100,0
3,Detroit Lions,DET,Lions,National Football Conference - North,"Detroit, Michigan",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/d4ef1b46-3fc9-5edc-8559-99deb934e149.png,Detroit,Michigan,Ford Field,United States,42.34,-83.045556,turf,48226-2229,1
4,Green Bay Packers,GB,Packers,National Football Conference - North,"Green Bay, Wisconsin",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/8113971f-ce2d-503b-9bd4-e9fe7cccca1b.png,Green Bay,Wisconsin,Lambeau Field,United States,44.501389,-88.062222,grass,54304-3927,0
5,Carolina Panthers,CAR,Panthers,National Football Conference - South,"Charlotte, North Carolina",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/ae10ab81-574e-5f6c-8ec9-886a1739cbb1.png,Charlotte,North Carolina,Bank of America Stadium,United States,35.225833,-80.852778,grass,28202-1518,0
6,Tennessee Titans,TEN,Titans,American Football Conference - South,"Nashville, Tennessee",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/3b21dc5c-eca6-5cb4-975c-9178d98a1d35.png,Nashville,Tennessee,Nissan Stadium,United States,36.166389,-86.771389,grass,37213-1234,0
7,Chicago Bears,CHI,Bears,National Football Conference - North,"Chicago, Illinois",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/2d2ef6f4-ee5d-5021-b879-9be3875bb26f.png,Chicago,Illinois,Soldier Field,United States,41.8623,-87.6167,grass,60605-2996,0
8,Los Angeles Rams,LAR,Rams,National Football Conference - West,"Los Angeles, California",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/27c01732-179d-5c7b-898b-08057386fec9.png,Los Angeles,California,Los Angeles Memorial Coliseum,United States,34.014167,-118.287778,grass,90037-1207,0
9,Miami Dolphins,MIA,Dolphins,American Football Conference - East,"Miami Gardens, Florida",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/8e2d8a14-e731-5436-a2be-1749424b2b9c.png,Miami Gardens,Florida,Sun Life Stadium,United States,25.958056,-80.238889,grass,33056-2614,0
10,New Orleans Saints,NO,Saints,National Football Conference - South,"New Orleans, Louisiana",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/50bbc14b-c854-59a2-b07f-7ceaa53aa83d.png,New Orleans,Louisianna,Mercedes-Benz Superdome,United States,29.950833,-90.081111,turf,70112-1255,1
11,Washington Commanders,WSH,Commanders,National Football Conference - East,"Landover, Maryland",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/772cfa2a-017d-5c77-ae1d-790f83c93102.png,Landover,Maryland,FexExField,United States,38.907778,-76.864444,grass,20785-4534,0
12,Tampa Bay Buccaneers,TB,Buccaneers,National Football Conference - South,"Tampa, Florida",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/6f252150-2ab0-5f94-b8a8-419c17ff95aa.png,Tampa,Florida,Raymond James Stadium,United States,27.975833,-82.503333,grass,33607-6103,0
13,Jacksonville Jaguars,JAX,Jaguars,American Football Conference - South,"Jacksonville, Florida",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/68a89d4b-9d22-5401-8a77-c91cc0fd97c1.png,Jacksonville,Florida,EverBank Field,United States,30.32451,-81.63915,grass,32202-1928,0
14,Baltimore Ravens,BAL,Ravens,American Football Conference - North,"Baltimore, Maryland",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/33126c43-bff6-592c-af03-6b91be49d1a2.png,Baltimore,Maryland,M&T Bank Stadium,United States,39.278056,-76.622778,grass,21230-2623,0
15,Minnesota Vikings,MIN,Vikings,National Football Conference - North,"Minneapolis, Minnesota",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/b76573e1-e46f-575a-8846-2dbc09acc810.png,Minneapolis,Minnesota,U.S. Bank Stadium,United States,44.974,-93.258,turf,55415-1515,1
16,Dallas Cowboys,DAL,Cowboys,National Football Conference - East,"Arlington, Texas",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/1ebae463-18ae-565f-8ba4-a6e4aa58a9a6.png,Arlington,Texas,AT&T Stadium,United States,32.747778,-97.092778,turf,682,1
17,Las Vegas Raiders,LV,Raiders,American Football Conference - West,"Paradise, Nevada",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/60acd22c-09e3-529e-99dc-bc2ecb9c17f0.png,Paradise,Nevada,Allegiant Stadium,United States,36.09075,-115.183722,grass,89118,0
18,Kansas City Chiefs,KC,Chiefs,American Football Conference - West,"Kansas City, Missouri",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/8e91fa4a-cd54-5daa-af21-b8c4989bc791.png,Kansas City,Missouri,Arrowhead Stadium,United States,39.048889,-94.483889,grass,64129-1651,0
19,Denver Broncos,DEN,Broncos,American Football Conference - West,"Denver, Colorado",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/69e80e4c-8cc5-5678-be8a-7a19043fd286.png,Denver,Colorado,Sports Authority Field at Mile High,United States,39.743889,-105.02,grass,80204-1749,0
20,New England Patriots,NE,Patriots,American Football Conference - East,"Foxborough, Massachusetts",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/c53ffb6d-bf41-5425-8408-2e4306a5a4c7.png,Foxborough,Massachusetts,Gillette Stadium,United States,42.090944,-71.264344,turf,02035-1374,0
21,New York Giants,NYG,Giants,National Football Conference - East,"East Rutherford, New Jersey",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/d142eb6a-c2ff-5371-b756-33682f7d4e41.png,East Rutherford,New Jersey,MetLife Stadium,United States,40.813528,-74.074361,turf,07073-5100,0
22,Pittsburgh Steelers,PIT,Steelers,American Football Conference - North,"Pittsburgh, Pennsylvania",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/b83ca862-b5b5-5448-aebf-7d0c405763f0.png,Pittsburg,Pennsylvania,Heinz Field,United States,40.446667,-80.015833,grass,15212-5729,0
23,Arizona Cardinals,ARI,Cardinals,National Football Conference - West,"Glendale, Arizona",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/84ce6cd3-07ab-5d18-adb5-527798706417.png,Glendale,Arizona,University of Phoenix Stadium,United States,33.5275,-112.2625,grass,85305-3147,1
24,Seattle Seahawks,SEA,Seahawks,National Football Conference - West,"Seattle, Washington",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/b7e9407b-fd3c-575e-9ba3-fc35fbaef67b.png,Seattle,Washington,CenturyLink Field,United States,47.5952,-122.3316,turf,98134-1200,0
25,Houston Texans,HOU,Texans,American Football Conference - South,"Houston, Texas",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/bd26e809-fd54-5f52-8ec8-4518e85ab920.png,Houston,Texas,NRG Stadium,United States,29.684722,-95.410833,turf,77054,1
26,Cleveland Browns,CLE,Browns,American Football Conference - North,"Cleveland, Ohio",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/2567286c-75a7-52d0-b473-cc850489f843.png,Cleveland,Ohio,FirstEnergy Stadium,United States,41.506111,-81.699444,grass,44114-1008,0
27,Cincinnati Bengals,CIN,Bengals,American Football Conference - North,"Cincinnati, Ohio",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/5a89099a-9018-56e9-8097-861d0f6dfdae.png,Cincinnati,Ohio,Paul Brown Stadium,United States,39.095,-84.516,turf,45202-3418,0
28,Indianapolis Colts,IND,Colts,American Football Conference - South,"Indianapolis, Indiana",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/d37707fd-3d2a-59e2-bb37-9916debd4ace.png,Indianapolis,Indiana,Lucas Oil Stadium,United States,39.760056,-86.163806,turf,46225-1117,1
29,Atlanta Falcons,ATL,Falcons,National Football Conference - South,"Atlanta, Georgia",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/ef412a91-a3af-5020-8bc9-7512d959910b.png,Atlanta,Georgia,Mercedes-Benz Stadium,United States,33.755,-84.401,turf,30313,1
30,San Francisco 49ers,SF,49ers,National Football Conference - West,"Santa Clara, California",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/4c2ef5ed-cfb1-57a2-ad6b-6523cf3577e1.png,Santa Clara,California,Levi's Stadium,United States,37.403,-121.97,grass,95054-1155,0
31,Los Angeles Chargers,LAC,Chargers,American Football Conference - West,"Carson, California",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/8f412051-81a7-5610-a6c9-db06bfdc1d9a.png,Carson,California,StubHub Center,United States,33.864,-118.261,grass,90746-2135,0
32,Philadelphia Eagles,PHI,Eagles,National Football Conference - East,"Philadelphia, Pennsylvania",https://s3-us-west-2.amazonaws.com/com.profiles/nfl/7dcf9459-0369-5940-8aec-b38e05f65cea.png,Philadelphia,Pennsylvania,Lincoln Financial Field,United States,39.900833,-75.1675,grass,19148-5307,0
